cid,id,S,F,SF,T,R,DD,tS,band,fails,grade,universe,neutralization,decay,truncation,delay,submitted,expr
w77_d,d5OvWMlx,2.47,1.81,4.28,0.2135,0.1146,0.0307,1.9,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
a3_g02_d40,om6qZ3Qm,2.27,2.0,4.27,0.0734,0.0966,0.0346,1.42,C,,GOOD,TOP3000,SUBINDUSTRY,40,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + rank(-ts_delta(close, 2)) + rank(volume/ts_mean(volume, 60))"
w83_b,A102woAW,2.47,1.8,4.27,0.217,0.1149,0.0413,1.94,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w112_g,xAY7YbKp,2.51,1.75,4.26,0.2439,0.1181,0.035,2.11,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_cicurr/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_fcf_low/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
w116_l,KPOAAz2x,2.43,1.83,4.26,0.1912,0.1088,0.0347,1.74,C,,AVERAGE,TOP3000,SUBINDUSTRY,4,0.08,0,N,"group_rank(fnd6_tstkc/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1""))"
w32_k,O0rJObeJ,2.25,2.01,4.26,0.1426,0.1136,0.0623,1.77,C,,EXCELLENT,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(fnd6_mfma2_revt/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w65_h,Vk6mEdg0,2.64,1.62,4.26,0.3237,0.1222,0.0377,2.47,C,,GOOD,TOP3000,SUBINDUSTRY,3,0.08,1,N,"group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + group_rank(fnd6_txtubxintis/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w76_f,mLgQYaVK,2.38,1.88,4.26,0.2149,0.1342,0.0485,1.52,C,,GOOD,TOP3000,INDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_netdebt_high/assets, industry) + group_rank(ts_av_diff(cash/assets, 60), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 75), industry) + group_rank(-ts_delta(close, 8), industry) + rank(volume/ts_mean(volume, 120))"
w77_c,rK58Rx8E,2.46,1.8,4.26,0.2092,0.1125,0.031,1.92,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
d4_d1_grev_xo_vol120,A10l5PKQ,2.29,1.96,4.25,0.0683,0.0914,0.0438,1.87,C,,GOOD,TOP3000,SUBINDUSTRY,40,0.08,1,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 120))"
w121_i,Jjx9VOze,2.48,1.77,4.25,0.2079,0.1054,0.0384,1.99,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_basicdetailrec_ratingvalue)), 120, lag=0, rettype=3))>0.6, -ts_av_diff(vec_avg(anl4_basicdetailrec_ratingvalue), 120), 0), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1""))"
w58_e,883VvlzX,2.66,1.59,4.25,0.3958,0.1406,0.0635,3.6,C,,GOOD,TOP3000,SUBINDUSTRY,3,0.08,1,N,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w77_h,d5Ova1gE,2.36,1.89,4.25,0.2066,0.1327,0.0437,1.49,C,,GOOD,TOP3000,INDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_netdebt_high/assets, industry) + group_rank(ts_av_diff(cash/assets, 75), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), industry) + group_rank(-ts_delta(close, 10), industry) + rank(volume/ts_mean(volume, 120))"
w87_b,kqVYj9X6,2.33,1.92,4.25,0.101,0.0848,0.028,1.44,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + 0.3*group_rank(ts_av_diff(cash/assets, 45), subindustry) + 0.3*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + 0.3*group_rank(-ts_delta(close, 10), subindustry) + 0.3*rank(volume/ts_mean(volume, 120))"
w91_f,kqVMGzQ8,2.33,1.92,4.25,0.101,0.0848,0.028,1.44,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + 0.30*group_rank(ts_av_diff(cash/assets, 45), subindustry) + 0.30*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + 0.30*group_rank(-ts_delta(close, 10), subindustry) + 0.30*rank(volume/ts_mean(volume, 120))"
w110_c,E5vnGJjK,2.76,1.48,4.24,0.3797,0.109,0.0319,2.93,C,,AVERAGE,TOP3000,SUBINDUSTRY,2,0.08,1,N,"group_rank(fnd6_xintopt/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1""))"
w59_b,le8EAJLO,2.73,1.51,4.24,0.4708,0.1438,0.0501,2.91,C,,GOOD,TOP3000,SUBINDUSTRY,2,0.08,1,N,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60)) + group_rank(ts_av_diff(anl4_fs_detail_estimate_1qf_v4_nd_totassets_median/assets, 60), subindustry)"
w67_a,vRkp2VRv,2.48,1.76,4.24,0.3085,0.1558,0.0427,1.89,C,,GOOD,TOP3000,INDUSTRY,2,0.08,1,N,"group_rank(liabilities_curr/assets, industry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_ptpr_mean/assets, industry) + group_rank(-ts_rank(close, 10), industry)"
w82_b,KPO2Lz08,2.21,2.03,4.24,0.1065,0.1058,0.0425,1.11,C,,EXCELLENT,TOP3000,SUBINDUSTRY,4,0.08,1,N,"ts_decay_linear(group_rank(anl4_fs_detail_estimate_1qf_v4_nd_rd_exp_high/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_netdebt_high/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), 10)"
w87_d,Grd7dq80,2.32,1.92,4.24,0.0934,0.0853,0.0283,1.43,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + 0.4*group_rank(ts_av_diff(cash/assets, 45), subindustry) + 0.4*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + 0.25*group_rank(-ts_delta(close, 10), subindustry) + 0.25*rank(volume/ts_mean(volume, 120))"
w34_n,GrdgvGOP,2.48,1.75,4.23,0.2183,0.1086,0.0385,0.1,C,,GOOD,TOP1000,SUBINDUSTRY,8,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w58_b,xAYV1mnp,2.74,1.49,4.23,0.4976,0.1463,0.0636,3.83,C,,AVERAGE,TOP3000,SUBINDUSTRY,2,0.08,1,N,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w58_g,vRkZO1qw,2.74,1.49,4.23,0.4975,0.1463,0.0637,3.82,C,,AVERAGE,TOP3000,SUBINDUSTRY,2,0.1,1,N,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w110_h,blR0Q6oZ,2.5,1.72,4.22,0.2094,0.0996,0.0271,1.57,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_xintopt/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 75), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 5), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 120), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1""))"
w37_a,RRVexN1d,2.22,2.0,4.22,0.1257,0.1019,0.0462,1.17,C,,GOOD,TOP3000,SUBINDUSTRY,20,0.08,1,N,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_newqv1300_mibtq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w60_c,RRV9Ewa1,2.72,1.5,4.22,0.481,0.146,0.0622,3.39,C,,AVERAGE,TOP3000,SUBINDUSTRY,2,0.08,1,N,"group_rank(fnd6_newqv1300_mibtq/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w76_g,qMWVEYzP,2.69,1.53,4.22,0.4021,0.1309,0.0402,2.48,C,,GOOD,TOP3000,SUBINDUSTRY,2,0.08,1,N,"trade_when(ts_rank(volume, 5) > 0.2, group_rank(anl4_fs_actuals_basic_qf_nd_div_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60)), -1)"
w77_i,LL93K5JL,2.45,1.77,4.22,0.2213,0.1153,0.0356,1.81,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimates_advanced_af_nd_capex_std/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w79_i,xAY57eRn,2.42,1.8,4.22,0.2003,0.1104,0.0402,1.6,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimates_advanced_af_nd_capex_std/assets, subindustry) + group_rank(anl4_fs_actuals_basic_qf_nd_div_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 8), subindustry) + rank(volume/ts_mean(volume, 150))"
o1_xopr_vwap3,3q9lr9K0,2.42,1.79,4.21,0.1927,0.1055,0.0454,2.3,C,,GOOD,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(vwap, 3)) + rank(volume/ts_mean(volume, 60))"
w118_e,3q9Kqr7e,2.53,1.68,4.21,0.2246,0.0995,0.0264,2.18,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_intc/assets, bucket(rank(sga_expense/sales), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_glcea12/assets, bucket(rank(sga_expense/sales), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tstkc/assets, bucket(rank(sga_expense/sales), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(sga_expense/sales), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(sga_expense/sales), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(sga_expense/sales), range=""0.1, 1, 0.1""))"
w39_d,qMW5YOWE,2.29,1.92,4.21,0.0844,0.0883,0.0363,1.65,C,,GOOD,TOP3000,SUBINDUSTRY,40,0.08,1,N,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 40))"
w66_e,A10r3d5d,2.72,1.48,4.2,0.412,0.1228,0.038,2.73,C,,AVERAGE,TOP3000,SUBINDUSTRY,2,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totgw_median/assets, subindustry) + group_rank(fnd6_txtubxintis/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
f10_mult_strc,Vk6P2G00,2.41,1.78,4.19,0.1904,0.1039,0.0338,1.71,C,,GOOD,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(liabilities_curr/assets, subindustry) * rank(-ts_delta(close, 2))"
h06_xc_w5,A10P3RLY,2.26,1.93,4.19,0.1488,0.1087,0.035,1.01,C,,GOOD,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + rank(-ts_delta(close, 5))"
w32_e,A10Qjn3Q,2.44,1.75,4.19,0.2339,0.1209,0.0386,1.68,C,,GOOD,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(fnd6_newqv1300_lnoq/assets, subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w48_i,A10e7Zag,2.23,1.96,4.19,0.1416,0.1089,0.0392,2.49,C,,GOOD,TOP3000,SUBINDUSTRY,21,0.15,1,N,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w32_h,A10QjL3l,2.39,1.79,4.18,0.2133,0.1191,0.0452,2.15,C,,GOOD,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(fnd6_newqv1300_lol2q/assets, subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w78_g,MP1VdqRk,2.4,1.78,4.18,0.1964,0.1083,0.0366,1.71,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimates_advanced_af_nd_capex_std/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 75), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
a1_o3_d40,P0Z7Kj0x,2.27,1.9,4.17,0.0619,0.0878,0.0408,2.29,C,,GOOD,TOP3000,SUBINDUSTRY,40,0.08,1,N,"group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(vwap, 3)) + rank(volume/ts_mean(volume, 60))"
d6_d0_grev5_xr_vol,MP17nYN8,2.17,2.0,4.17,0.0789,0.1066,0.0367,1.41,C,,GOOD,TOP3000,SUBINDUSTRY,40,0.08,0,N,"group_rank(-ts_delta(close, 5), subindustry) + group_rank(fnd6_xrent/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
r7_n2_d6,YP57mQ6o,2.5,1.67,4.17,0.2441,0.1087,0.0554,2.7,C,,GOOD,TOP3000,SUBINDUSTRY,6,0.08,1,N,"group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(vwap, 2)) + rank(volume/ts_mean(volume, 60))"
w109_b,YP530vzR,2.83,1.34,4.17,0.5337,0.1193,0.0296,3.23,C,,AVERAGE,TOP3000,SUBINDUSTRY,1,0.08,1,N,"group_rank(fnd6_xintopt/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.1, 1, 0.1""))"
w110_a,E5vne9bR,2.54,1.63,4.17,0.2402,0.0995,0.0293,2.11,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_xintopt/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1""))"
w80_h,gJQ0k0V0,2.41,1.76,4.17,0.2192,0.1168,0.0335,1.7,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank((anl4_fs_detail_estimate_1qf_v4_nd_sga_high - anl4_fs_detail_estimate_1qf_v4_nd_sga_low) / abs(anl4_fs_detail_estimate_1qf_v4_nd_sga_mean), subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 8), subindustry) + rank(volume/ts_mean(volume, 150))"
w65_g,vRkp90Jw,2.64,1.52,4.16,0.4038,0.1332,0.0447,3.25,C,,GOOD,TOP3000,SUBINDUSTRY,2,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_ptpr_mean/assets, subindustry) + group_rank(fnd6_newqv1300_lol2q/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w78_d,XgWMNaO5,2.37,1.79,4.16,0.1914,0.1092,0.0349,1.52,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_actuals_basic_qf_nd_div_value/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 60), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w78_f,om6ZPxmk,2.41,1.75,4.16,0.199,0.1051,0.0393,1.46,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totgw_median/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 8), subindustry) + rank(volume/ts_mean(volume, 120))"
w79_j,XgWMZnla,2.35,1.81,4.16,0.1983,0.1179,0.0442,1.18,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_netdebt_high/assets, subindustry) + group_rank(anl4_fs_actuals_basic_qf_nd_div_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 8), subindustry) + rank(volume/ts_mean(volume, 150))"
s5_xo06,QP3706eK,2.39,1.76,4.15,0.1655,0.0897,0.0471,2.38,C,,GOOD,TOP3000,SUBINDUSTRY,6,0.08,1,N,"group_rank(fnd6_xopr/assets, subindustry) + 0.6 * rank(-ts_delta(vwap, 2)) + 0.6 * rank(volume/ts_mean(volume, 60))"
w111_j,78ZPZWM5,2.65,1.5,4.15,0.3856,0.124,0.0463,2.92,C,,AVERAGE,TOP3000,SUBINDUSTRY,2,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfo_median/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_fcf_low/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
