cid,id,SF,S,F,T,tS,DD,decay,maxcorr,nearest,need_S,need_who,margin,verdict,expr
w100_g,xAYpXZWq,5.6,3.06,2.54,0.1842,3.07,0.0233,1,0.938,e79PvPpE,3.795,0mR2K6lr,-0.735,NO,"trade_when(volume > ts_mean(volume, 60), group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), -1)"
w56_e,3q91V61Z,5.57,3.05,2.52,0.2372,2.8,0.0345,6,0.9386,mLgd6nwX,3.487,mLgd6nwX,-0.437,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w32_i,ZY0mP96Y,4.81,2.92,1.89,0.333,2.74,0.0312,4,0.9391,O0rZ90n1,3.487,mLgd6nwX,-0.567,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w99_i,YP5oZYxR,5.18,3.16,2.02,0.3755,3.55,0.0395,1,0.9394,0mR2K6lr,3.795,0mR2K6lr,-0.635,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank((eps - est_epsr)/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w119_a,RRVOj2G1,4.04,2.41,1.63,0.2167,1.93,0.0431,4,0.9418,akLmmvPW,2.728,akLmmvPW,-0.318,NO,"group_rank(fnd6_tstkc/assets, bucket(rank(capex/assets), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(capex/assets), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(capex/assets), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(capex/assets), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(capex/assets), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(capex/assets), range=""0.1, 1, 0.1""))"
w118_g,E5vj5YdL,4.95,2.73,2.22,0.1897,2.38,0.0403,4,0.9457,kqVp6wnO,3.795,0mR2K6lr,-1.065,NO,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_rank(volume, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_rank(volume, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_rank(volume, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_rank(volume, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_rank(volume, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_rank(volume, 250)), range=""0.1, 1, 0.1""))"
w49_c,pwPxKKk3,5.0,2.52,2.48,0.1268,2.65,0.0301,20,0.9473,rK59235m,3.443,e79PvPpE,-0.923,NO,"group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 3), subindustry) + rank(volume/ts_mean(volume, 60))"
w78_b,KPOZV9Gz,4.65,2.62,2.03,0.1975,1.45,0.0357,4,0.9477,E5vx6NJP,3.795,0mR2K6lr,-1.175,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_netdebt_high/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w77_e,A10ExKrd,4.49,2.59,1.9,0.2195,1.96,0.0317,4,0.9483,E5vx6NJP,3.795,0mR2K6lr,-1.205,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 8), subindustry) + rank(volume/ts_mean(volume, 150))"
w1_s8_rev3,blRjrZoq,4.5,2.38,2.12,0.1124,2.14,0.0433,20,0.9484,0mRwgR6k,3.102,O0rZ90n1,-0.722,NO,"group_rank(-ts_delta(close, 3), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
w5_s8_ind,zqYk25AG,4.72,2.47,2.25,0.115,2.55,0.0499,20,0.9494,0mRwgR6k,3.102,O0rZ90n1,-0.632,NO,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
w77_b,LL93MEbe,4.14,2.4,1.74,0.2086,1.96,0.0325,4,0.9495,E5vx6NJP,3.795,0mR2K6lr,-1.395,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w108_a,npKGg92d,4.09,2.68,1.41,0.4159,3.02,0.0436,1,0.9497,npKGgKLw,3.575,j23Pl0e5,-0.895,NO,"group_rank(fnd6_xintopt/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1""))"
w48_c,pwPxlG7j,5.03,2.55,2.48,0.1286,2.76,0.0302,20,0.9506,rK59235m,3.443,e79PvPpE,-0.893,NO,"group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w35_n,WjPLXObd,4.53,2.58,1.95,0.1991,2.5,0.0355,8,0.9508,9qVEA1ZV,3.102,O0rZ90n1,-0.522,NO,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_newqv1300_lol2q/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w95_f,rK5wnZ6E,5.56,3.18,2.38,0.2681,3.38,0.0345,2,0.951,e79PvPpE,3.795,0mR2K6lr,-0.615,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 60), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 30), subindustry) + group_rank(-ts_delta(close, 15), subindustry) + rank(volume/ts_mean(volume, 200))"
w94_f,QP3Aom95,5.6,2.98,2.62,0.1808,2.86,0.037,4,0.9542,e79PvPpE,3.795,0mR2K6lr,-0.815,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + 1.0*group_rank(ts_av_diff(cash/assets, 60), subindustry) + 1.0*group_rank(ts_av_diff(cashflow_op/enterprise_value, 30), subindustry) + 1.0*group_rank(-ts_delta(close, 15), subindustry) + 1.0*rank(volume/ts_mean(volume, 200))"
w96_e,1YxAYVvK,5.23,3.22,2.01,0.4113,3.18,0.0374,1,0.9553,0mR2K6lr,3.795,0mR2K6lr,-0.575,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-common_stock_repurchase_payment/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w56_h,le8EKVK8,5.47,3.06,2.41,0.2669,2.89,0.0336,5,0.9557,mLgd6nwX,3.487,mLgd6nwX,-0.427,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w77_c,rK58Rx8E,4.26,2.46,1.8,0.2092,1.92,0.031,4,0.9557,E5vx6NJP,3.795,0mR2K6lr,-1.335,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w49_b,ZY0gKrlj,4.83,2.45,2.38,0.1221,3.08,0.0394,20,0.9572,rK59235m,2.992,rK59235m,-0.542,NO,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 90), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w51_g,blRJQeGm,4.67,2.46,2.21,0.1478,3.06,0.0395,14,0.9573,rK59235m,3.487,mLgd6nwX,-1.027,NO,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 105), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
d2_d0_grev5_xo_vol,vRkjb0Vd,4.32,2.3,2.02,0.068,2.4,0.0461,40,0.9584,0mRwgR6k,2.684,XgWnklXa,-0.384,NO,"group_rank(-ts_delta(close, 5), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
z8_d4_xo_mix,wpYjPko6,4.79,2.44,2.35,0.1256,2.09,0.032,4,0.9605,ZY07MXgd,2.992,rK59235m,-0.552,NO,"0.5*group_rank(ts_av_diff(cashflow_op/enterprise_value,60),subindustry) + 0.25*group_rank(ts_av_diff(cash/assets,30),subindustry) + 0.25*group_rank(fnd6_xopr/assets,subindustry)"
w77_d,d5OvWMlx,4.28,2.47,1.81,0.2135,1.9,0.0307,4,0.9612,E5vx6NJP,3.795,0mR2K6lr,-1.325,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
j09_interact,om6NxxKb,4.31,2.32,1.99,0.1291,1.39,0.0287,8,0.9617,XgWnklXa,3.102,O0rZ90n1,-0.782,NO,"rank(-ts_delta(close, 2)) * rank(volume/ts_mean(volume, 60)) + group_rank(fnd6_xrent/assets, subindustry)"
u8_dec20,YP5789eR,4.65,2.46,2.19,0.1143,2.3,0.0423,20,0.962,0mRwgR6k,3.102,O0rZ90n1,-0.642,NO,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
w4_s8_t005,akL7QMQ1,4.65,2.46,2.19,0.1143,2.3,0.0423,20,0.962,0mRwgR6k,3.102,O0rZ90n1,-0.642,NO,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
w76_b,P0ZKMapL,4.32,2.49,1.83,0.2119,1.94,0.0297,4,0.9624,E5vx6NJP,3.795,0mR2K6lr,-1.305,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w118_i,d5OM5QdJ,4.15,2.38,1.77,0.196,1.48,0.0423,4,0.9673,kqVp6wnO,3.058,akLp3pzW,-0.678,NO,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1""))"
d4_d1_grev_xo_vol120,A10l5PKQ,4.25,2.29,1.96,0.0683,1.87,0.0438,40,0.9676,0mRwgR6k,2.585,0mRwgR6k,-0.295,NO,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 120))"
w94_h,e79PWqMg,5.33,2.82,2.51,0.1797,2.16,0.0385,4,0.9688,e79PvPpE,3.795,0mR2K6lr,-0.975,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-actual_return_on_pension_plan_assets/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w103_g,LL9YRO2e,5.32,3.55,1.77,0.6195,3.66,0.0262,1,0.9692,0mR2K6lr,3.795,0mR2K6lr,-0.245,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_delta(scl12_sentiment, 22), subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w102_e,qMWJnAQK,5.39,3.38,2.01,0.4621,3.35,0.0408,1,0.971,0mR2K6lr,3.795,0mR2K6lr,-0.415,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w37_k,blRxJWpR,4.86,2.55,2.31,0.1103,1.86,0.0352,20,0.971,LL98E87L,3.102,O0rZ90n1,-0.552,NO,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w100_j,j23KlL3o,5.03,2.93,2.1,0.2689,2.7,0.0355,1,0.9717,e79PvPpE,3.795,0mR2K6lr,-0.865,NO,"trade_when(returns < 0, group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), -1)"
w51_e,QP3OGAG5,5.24,2.72,2.52,0.1545,2.77,0.0291,14,0.9719,rK59235m,3.795,0mR2K6lr,-1.075,NO,"group_rank(ts_av_diff(cash/assets, 35), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w57_a,E5vNRQpR,5.4,3.1,2.3,0.3084,3.0,0.0322,4,0.9729,mLgd6nwX,3.487,mLgd6nwX,-0.387,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w57_d,npKmPQO3,5.4,3.1,2.3,0.3084,3.0,0.0322,4,0.9729,mLgd6nwX,3.487,mLgd6nwX,-0.387,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w100_h,e79Z8AkN,5.37,3.26,2.11,0.3591,3.05,0.0354,1,0.9753,e79PvPpE,3.795,0mR2K6lr,-0.535,NO,"trade_when(rank(abs(returns)) < 0.8, group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), -1)"
w95_d,d5O6PPXK,5.43,3.11,2.32,0.2813,2.89,0.0398,2,0.9756,e79PvPpE,3.795,0mR2K6lr,-0.685,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w96_j,0mR2mjNp,5.36,3.28,2.08,0.4095,3.19,0.035,1,0.9771,0mR2K6lr,3.795,0mR2K6lr,-0.515,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w36_a,N1Qe50Mp,4.51,2.37,2.14,0.113,1.98,0.037,40,0.9774,9qVEA1ZV,2.706,9qVEA1ZV,-0.336,NO,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_newqv1300_lol2q/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w97_d,QP3pZlqr,5.4,3.32,2.08,0.4145,3.52,0.0515,1,0.979,0mR2K6lr,3.795,0mR2K6lr,-0.475,NO,"group_rank(authorized_stock_buyback_amount/assets, market) + group_rank(-annual_intangible_assets_net_carrying_value/assets, sector) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), sector) + group_rank(-ts_delta(close, 10), market) + rank(volume/ts_mean(volume, 120))"
w121_h,j2375g8Z,4.08,2.39,1.69,0.2185,1.82,0.0458,4,0.979,kqVp6wnO,3.058,akLp3pzW,-0.668,NO,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_basicdetailrec_ratingvalue)), 120, lag=0, rettype=0))>0.6, -ts_av_diff(vec_avg(anl4_basicdetailrec_ratingvalue), 120), 0), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1""))"
w88_f,xAYE3mjg,4.11,2.22,1.89,0.1295,1.38,0.0408,4,0.9792,6Xr2eQaJ,3.795,0mR2K6lr,-1.575,NO,"group_rank(authorized_stock_repurchase_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + 0.5*group_rank(-ts_delta(close, 10), subindustry) + 0.5*rank(volume/ts_mean(volume, 120))"
w50_d,P0ZxGdYK,5.15,2.58,2.57,0.12,2.9,0.0322,22,0.9807,rK59235m,2.992,rK59235m,-0.412,NO,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w50_g,xAYVNz8N,5.06,2.56,2.5,0.1306,3.0,0.0356,18,0.9809,rK59235m,3.443,e79PvPpE,-0.883,NO,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 75), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
a2_o4_d40,2rOleE3x,4.09,2.23,1.86,0.0609,1.96,0.0425,40,0.9814,0mRwgR6k,2.585,0mRwgR6k,-0.355,NO,"group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(vwap, 2)) + rank(volume/ts_mean(volume, 90))"
w3_s8_d25,3q9lk3vP,4.52,2.41,2.11,0.0971,2.29,0.042,25,0.9816,0mRwgR6k,3.102,O0rZ90n1,-0.692,NO,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
w97_j,mLgWpLQx,5.56,3.42,2.14,0.417,3.23,0.0299,1,0.9819,0mR2K6lr,3.795,0mR2K6lr,-0.375,NO,"group_rank(ts_delta(authorized_stock_buyback_amount/assets, 66), subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w100_b,A108qgaY,5.47,3.3,2.17,0.3486,3.36,0.0321,1,0.9829,0mR2K6lr,3.795,0mR2K6lr,-0.495,NO,"trade_when(abs(ts_zscore(close, 20)) > 0.5, group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), -1)"
w51_f,58Qrp1q5,4.97,2.59,2.38,0.1502,3.09,0.0355,14,0.9832,rK59235m,3.795,0mR2K6lr,-1.205,NO,"group_rank(ts_av_diff(cash/assets, 55), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w50_e,0mRxpoEK,5.19,2.63,2.56,0.1339,2.79,0.0328,18,0.9836,rK59235m,3.443,e79PvPpE,-0.813,NO,"group_rank(ts_av_diff(cash/assets, 40), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w102_b,KPOMXQWE,5.55,3.51,2.04,0.4718,3.75,0.0402,1,0.9837,0mR2K6lr,3.795,0mR2K6lr,-0.285,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(dividend/(sharesout*close), subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w101_e,P0ZmX82J,5.56,3.51,2.05,0.4658,3.71,0.0402,1,0.9838,0mR2K6lr,3.795,0mR2K6lr,-0.285,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w102_c,QP3pnmO5,5.56,3.51,2.05,0.4659,3.72,0.0402,0,0.9838,0mR2K6lr,3.795,0mR2K6lr,-0.285,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w102_g,58QdLeKM,5.56,3.51,2.05,0.4658,3.71,0.0402,1,0.9838,0mR2K6lr,3.795,0mR2K6lr,-0.285,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w50_f,Vk6ZGw35,5.0,2.54,2.46,0.1317,2.94,0.0339,18,0.9844,rK59235m,3.443,e79PvPpE,-0.903,NO,"group_rank(ts_av_diff(cash/assets, 50), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
