id,cid,SF,tS,corr,hit,neut,expr
zqYk25AG,w5_s8_ind,4.72,2.55,0.9501,0mRwgR6k,INDUSTRY,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
LL93MEbe,w77_b,4.14,1.96,0.9503,E5vx6NJP,SUBINDUSTRY,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
npKGg92d,w108_a,4.09,3.02,0.9505,npKGgKLw,SUBINDUSTRY,"group_rank(fnd6_xintopt/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1""))"
pwPxlG7j,w48_c,5.03,2.76,0.9514,rK59235m,SUBINDUSTRY,"group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
WjPLXObd,w35_n,4.53,2.5,0.9516,9qVEA1ZV,SUBINDUSTRY,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_newqv1300_lol2q/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
rK5wnZ6E,w95_f,5.56,3.38,0.9518,e79PvPpE,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 60), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 30), subindustry) + group_rank(-ts_delta(close, 15), subindustry) + rank(volume/ts_mean(volume, 200))"
1YXko7MM,x162_w165_04_SEC,4.32,1.25,0.9531,akbjdK26,SECTOR,"1.5*group_rank(fnd6_pstkl/cap, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + 1.25*group_rank(-ts_rank(returns, 20), subindustry)"
QP3Aom95,w94_f,5.6,2.86,0.9549,e79PvPpE,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + 1.0*group_rank(ts_av_diff(cash/assets, 60), subindustry) + 1.0*group_rank(ts_av_diff(cashflow_op/enterprise_value, 30), subindustry) + 1.0*group_rank(-ts_delta(close, 15), subindustry) + 1.0*rank(volume/ts_mean(volume, 200))"
1YxAYVvK,w96_e,5.23,3.18,0.9561,0mR2K6lr,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-common_stock_repurchase_payment/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
rK58Rx8E,w77_c,4.26,1.92,0.9565,E5vx6NJP,SUBINDUSTRY,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
le8EKVK8,w56_h,5.47,2.89,0.9565,mLgd6nwX,SUBINDUSTRY,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
ZY0gKrlj,w49_b,4.83,3.08,0.9579,rK59235m,SUBINDUSTRY,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 90), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
blRJQeGm,w51_g,4.67,3.06,0.9581,rK59235m,SUBINDUSTRY,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 105), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
vRkjb0Vd,d2_d0_grev5_xo_vol,4.32,2.4,0.9592,0mRwgR6k,SUBINDUSTRY,"group_rank(-ts_delta(close, 5), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
O0N0GE6v,w135_a,4.3,1.49,0.961,kqoq0zed,SUBINDUSTRY,"1.5*group_rank(fnd6_txtubadjust/cap, subindustry) + group_rank(fnd6_newa1v1300_aol2/cap, subindustry) + group_rank(fnd6_newqv1300_dpactq/cap, subindustry) + 0.5*group_rank(ts_av_diff(cash/cap, 45), subindustry) + 0.5*group_rank(ts_av_diff(cashflow_op/cap, 45), subindustry) + 0.75*group_rank(-ts_delta(vwap, 5), subindustry) + 0.75*group_rank(volume/ts_mean(volume, 120), subindustry)"
wpYjPko6,z8_d4_xo_mix,4.79,2.09,0.9613,ZY07MXgd,SUBINDUSTRY,"0.5*group_rank(ts_av_diff(cashflow_op/enterprise_value,60),subindustry) + 0.25*group_rank(ts_av_diff(cash/assets,30),subindustry) + 0.25*group_rank(fnd6_xopr/assets,subindustry)"
58z8poa1,w135_b,4.29,1.35,0.9617,kqoq0zed,INDUSTRY,"1.5*group_rank(fnd6_txtubadjust/cap, subindustry) + group_rank(fnd6_newa1v1300_aol2/cap, subindustry) + group_rank(fnd6_newqv1300_dpactq/cap, subindustry) + 0.5*group_rank(ts_av_diff(cash/cap, 45), subindustry) + 0.5*group_rank(ts_av_diff(cashflow_op/cap, 45), subindustry) + 0.75*group_rank(-ts_delta(vwap, 5), subindustry) + 0.75*group_rank(volume/ts_mean(volume, 120), subindustry)"
d5OvWMlx,w77_d,4.28,1.9,0.962,E5vx6NJP,SUBINDUSTRY,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
om6NxxKb,j09_interact,4.31,1.39,0.9625,XgWnklXa,SUBINDUSTRY,"rank(-ts_delta(close, 2)) * rank(volume/ts_mean(volume, 60)) + group_rank(fnd6_xrent/assets, subindustry)"
YP5789eR,u8_dec20,4.65,2.3,0.9627,0mRwgR6k,SUBINDUSTRY,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
akL7QMQ1,w4_s8_t005,4.65,2.3,0.9628,0mRwgR6k,SUBINDUSTRY,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
P0ZKMapL,w76_b,4.32,1.94,0.9632,E5vx6NJP,SUBINDUSTRY,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
akbjdMpv,x170_P4_accr_sales,4.01,1.54,0.9633,58znv2Y1,SECTOR,"1.5*group_rank(fnd6_newa1v1300_aol2/cap, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(fn_accrued_liab_curr_a/sales, subindustry) + 1.5*group_rank(-ts_rank(returns, 10), subindustry)"
d5b59n6K,w158_02,6.71,2.0,0.9639,pwRwWoJ3,SUBINDUSTRY,"1.5*group_rank(ts_av_diff(cashflow_op/enterprise_value,45), subindustry) + group_rank(fn_accrued_liab_curr_a/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(-ts_rank(returns, 20), subindustry) + group_rank(-ts_mean(abs(returns)/volume, 20), subindustry)"
O0r3epMg,w122_k,5.02,2.7,0.967,akLp3pzW,SUBINDUSTRY,"group_rank(fnd6_cicurr/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
d5OM5QdJ,w118_i,4.15,1.48,0.968,kqVp6wnO,SUBINDUSTRY,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1""))"
A10l5PKQ,d4_d1_grev_xo_vol120,4.25,1.87,0.9684,0mRwgR6k,SUBINDUSTRY,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 120))"
QPbZ5pZW,x162_w165_00_SEC,4.16,1.55,0.9695,58znv2Y1,SECTOR,"1.5*group_rank(fnd6_newa1v1300_aol2/cap, subindustry) + group_rank(ts_av_diff(cash/assets,45), subindustry) + group_rank(fn_accrued_liab_curr_a/assets, subindustry) + 1.5*group_rank(-ts_rank(returns, 5), subindustry)"
e79PWqMg,w94_h,5.33,2.16,0.9696,e79PvPpE,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-actual_return_on_pension_plan_assets/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
LL9YRO2e,w103_g,5.32,3.66,0.97,0mR2K6lr,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_delta(scl12_sentiment, 22), subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
N1a18988,w161_04,4.56,2.12,0.9717,omL8Mazn,SUBINDUSTRY,"1.5*group_rank(fnd6_newqv1300_dpactq/cap, subindustry) + group_rank(ts_av_diff(cash/assets,45), subindustry) + group_rank(-ts_rank(returns, 20), subindustry) + group_rank(-ts_mean(abs(returns)/volume, 20), subindustry)"
blRxJWpR,w37_k,4.86,1.86,0.9718,LL98E87L,SUBINDUSTRY,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
qMWJnAQK,w102_e,5.39,3.35,0.9718,0mR2K6lr,INDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
akbjOzwv,x170_P1_a1_turndist,4.28,1.52,0.9721,58znv2Y1,SECTOR,"1.5*group_rank(fnd6_newa1v1300_aol2/cap, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(fn_accrued_liab_curr_a/assets, subindustry) + 1.5*group_rank(-ts_rank(returns, 10), subindustry) + 0.75*group_rank(-ts_rank(volume/ts_mean(volume, 120), 20), subindustry)"
j23KlL3o,w100_j,5.03,2.7,0.9725,e79PvPpE,SUBINDUSTRY,"trade_when(returns < 0, group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), -1)"
KPO1elgN,w122_c,4.63,2.03,0.9725,akLp3pzW,SUBINDUSTRY,"group_rank(fnd6_cicurr/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + 0.25*group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + 0.25*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + 0.25*group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + 0.25*group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
QP3OGAG5,w51_e,5.24,2.77,0.9727,rK59235m,SUBINDUSTRY,"group_rank(ts_av_diff(cash/assets, 35), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
E5vNRQpR,w57_a,5.4,3.0,0.9737,mLgd6nwX,SUBINDUSTRY,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
npKmPQO3,w57_d,5.4,3.0,0.9737,mLgd6nwX,SUBINDUSTRY,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
58z8eK91,w161_02,5.13,1.62,0.9741,npdpEJ3l,SUBINDUSTRY,"1.5*group_rank(ts_av_diff(cash/assets,45), subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + 0.75*group_rank(volume/ts_mean(volume, 90), subindustry) + 0.75*group_rank(-ts_rank(returns, 20), subindustry) + 0.75*group_rank(-ts_mean(abs(returns)/volume, 20), subindustry)"
e79Z8AkN,w100_h,5.37,3.05,0.9761,e79PvPpE,SUBINDUSTRY,"trade_when(rank(abs(returns)) < 0.8, group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), -1)"
d5O6PPXK,w95_d,5.43,2.89,0.9763,e79PvPpE,INDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
0mR2mjNp,w96_j,5.36,3.19,0.9779,0mR2K6lr,INDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
XgbgNwna,w158_01,6.82,2.07,0.9779,pwRwWoJ3,SUBINDUSTRY,"1.5*group_rank(ts_av_diff(cashflow_op/enterprise_value,45), subindustry) + group_rank(fn_accrued_liab_curr_a/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + 1.25*group_rank(-ts_rank(returns, 20), subindustry) + 1.25*group_rank(-ts_mean(abs(returns)/volume, 20), subindustry)"
N1Qe50Mp,w36_a,4.51,1.98,0.9782,9qVEA1ZV,SUBINDUSTRY,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_newqv1300_lol2q/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
omLm608J,w150_e,4.15,1.42,0.9784,kqoq0zed,SUBINDUSTRY,"1.5*group_rank(fnd6_txtubadjust/cap, subindustry) + group_rank(fnd6_newa1v1300_aol2/cap, subindustry) + group_rank(fnd6_newqv1300_dpactq/cap, subindustry) + group_rank(fnd6_pstkl/cap, subindustry) + 1.25*group_rank(-ts_delta(vwap, 5), subindustry) + 1.25*group_rank(volume/ts_mean(volume, 120), subindustry)"
QP3pZlqr,w97_d,5.4,3.52,0.9798,0mR2K6lr,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, market) + group_rank(-annual_intangible_assets_net_carrying_value/assets, sector) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), sector) + group_rank(-ts_delta(close, 10), market) + rank(volume/ts_mean(volume, 120))"
j2375g8Z,w121_h,4.08,1.82,0.9798,kqVp6wnO,SUBINDUSTRY,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_basicdetailrec_ratingvalue)), 120, lag=0, rettype=0))>0.6, -ts_av_diff(vec_avg(anl4_basicdetailrec_ratingvalue), 120), 0), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1""))"
xAYE3mjg,w88_f,4.11,1.38,0.98,6Xr2eQaJ,SUBINDUSTRY,"group_rank(authorized_stock_repurchase_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + 0.5*group_rank(-ts_delta(close, 10), subindustry) + 0.5*rank(volume/ts_mean(volume, 120))"
vRrRYmxa,w158_03,6.71,2.1,0.9801,pwRwWoJ3,SUBINDUSTRY,"1.5*group_rank(ts_av_diff(cashflow_op/enterprise_value,45), subindustry) + group_rank(fn_accrued_liab_curr_a/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + 1.5*group_rank(-ts_rank(returns, 20), subindustry) + 1.5*group_rank(-ts_mean(abs(returns)/volume, 20), subindustry)"
P0ZxGdYK,w50_d,5.15,2.9,0.9815,rK59235m,SUBINDUSTRY,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
xAYVNz8N,w50_g,5.06,3.0,0.9817,rK59235m,SUBINDUSTRY,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 75), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
9qjZwJWr,x170_P6_b0_overnite,4.08,1.29,0.9819,akbjdK26,MARKET,"1.5*group_rank(fnd6_pstkl/cap, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + 1.25*group_rank(-ts_rank(returns, 20), subindustry) + 0.75*group_rank(-ts_rank(open/ts_delay(close, 1) - 1, 20), subindustry)"
2rOleE3x,a2_o4_d40,4.09,1.96,0.9822,0mRwgR6k,SUBINDUSTRY,"group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(vwap, 2)) + rank(volume/ts_mean(volume, 90))"
3q9lk3vP,w3_s8_d25,4.52,2.29,0.9824,0mRwgR6k,SUBINDUSTRY,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
mLgWpLQx,w97_j,5.56,3.23,0.9827,0mR2K6lr,SUBINDUSTRY,"group_rank(ts_delta(authorized_stock_buyback_amount/assets, 66), subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
A108qgaY,w100_b,5.47,3.36,0.9837,0mR2K6lr,SUBINDUSTRY,"trade_when(abs(ts_zscore(close, 20)) > 0.5, group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), -1)"
qMxM5j1A,w158_04,6.74,2.15,0.9839,pwRwWoJ3,SUBINDUSTRY,"1.5*group_rank(ts_av_diff(cashflow_op/enterprise_value,45), subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + 1.25*group_rank(-ts_rank(returns, 20), subindustry) + 1.25*group_rank(-ts_mean(abs(returns)/volume, 20), subindustry)"
58Qrp1q5,w51_f,4.97,3.09,0.984,rK59235m,SUBINDUSTRY,"group_rank(ts_av_diff(cash/assets, 55), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
0mRxpoEK,w50_e,5.19,2.79,0.9844,rK59235m,SUBINDUSTRY,"group_rank(ts_av_diff(cash/assets, 40), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
KPOMXQWE,w102_b,5.55,3.75,0.9845,0mR2K6lr,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(dividend/(sharesout*close), subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
P0ZmX82J,w101_e,5.56,3.71,0.9845,0mR2K6lr,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
58QdLeKM,w102_g,5.56,3.71,0.9845,0mR2K6lr,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
QP3pnmO5,w102_c,5.56,3.72,0.9846,0mR2K6lr,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
Vk6ZGw35,w50_f,5.0,2.94,0.9852,rK59235m,SUBINDUSTRY,"group_rank(ts_av_diff(cash/assets, 50), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
zq8qYeOR,w150_d,4.05,1.41,0.9855,kqoq0zed,SUBINDUSTRY,"1.5*group_rank(fnd6_txtubadjust/cap, subindustry) + group_rank(fnd6_newa1v1300_aol2/cap, subindustry) + group_rank(fnd6_newqv1300_dpactq/cap, subindustry) + group_rank(fnd6_pstkl/cap, subindustry) + 1.0*group_rank(-ts_delta(vwap, 5), subindustry) + 1.0*group_rank(volume/ts_mean(volume, 120), subindustry)"
LL9EG0bL,w51_h,5.09,2.84,0.9855,rK59235m,SUBINDUSTRY,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 4), subindustry) + rank(volume/ts_mean(volume, 60))"
58QlnjpM,l08_k04_ind,4.28,2.14,0.9862,YP57jVzo,INDUSTRY,"group_rank(fnd6_mfma2_revt/assets, subindustry) + group_rank(-ts_mean(abs(returns)/volume, 20), subindustry) + rank(-ts_delta(close, 2))"
